example_id,domain,layer,component,hook_name,metric,gold_answer,gold_token_id,gold_token_str,gold_token_count,direct_token_count,structured_token_count,baseline_score,patched_score,delta,valid_example,skip_reason
geo_035,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,Asia,13622, Asia,1,243,243,18.65625,19.75,1.09375,True,
geo_035,geography,34,attn_out,blocks.34.hook_attn_out,logit,Asia,13622, Asia,1,243,243,18.65625,18.921875,0.265625,True,
geo_035,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,Asia,13622, Asia,1,243,243,18.65625,19.34375,0.6875,True,
geo_035,geography,35,attn_out,blocks.35.hook_attn_out,logit,Asia,13622, Asia,1,243,243,18.65625,18.703125,0.046875,True,
geo_035,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,Asia,13622, Asia,1,243,243,18.65625,21.0,2.34375,True,
geo_036,geography,31,attn_out,blocks.31.hook_attn_out,logit,archipelago,5325, arch,3,256,256,9.0546875,10.1953125,1.140625,True,
geo_036,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,archipelago,5325, arch,3,256,256,9.0546875,10.46875,1.4140625,True,
geo_036,geography,32,attn_out,blocks.32.hook_attn_out,logit,archipelago,5325, arch,3,256,256,9.0546875,10.9296875,1.875,True,
geo_036,geography,32,mlp_out,blocks.32.hook_mlp_out,logit,archipelago,5325, arch,3,256,256,9.0546875,9.625,0.5703125,True,
geo_036,geography,33,attn_out,blocks.33.hook_attn_out,logit,archipelago,5325, arch,3,256,256,9.0546875,13.953125,4.8984375,True,
geo_036,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,archipelago,5325, arch,3,256,256,9.0546875,9.9375,0.8828125,True,
geo_036,geography,34,attn_out,blocks.34.hook_attn_out,logit,archipelago,5325, arch,3,256,256,9.0546875,9.0859375,0.03125,True,
geo_036,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,archipelago,5325, arch,3,256,256,9.0546875,9.5234375,0.46875,True,
geo_036,geography,35,attn_out,blocks.35.hook_attn_out,logit,archipelago,5325, arch,3,256,256,9.0546875,8.1953125,-0.859375,True,
geo_036,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,archipelago,5325, arch,3,256,256,9.0546875,7.4375,-1.6171875,True,
geo_037,geography,31,attn_out,blocks.31.hook_attn_out,logit,South America,4882, South,2,242,242,17.453125,18.78125,1.328125,True,
geo_037,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,South America,4882, South,2,242,242,17.453125,17.84375,0.390625,True,
geo_037,geography,32,attn_out,blocks.32.hook_attn_out,logit,South America,4882, South,2,242,242,17.453125,17.8125,0.359375,True,
geo_037,geography,32,mlp_out,blocks.32.hook_mlp_out,logit,South America,4882, South,2,242,242,17.453125,17.71875,0.265625,True,
geo_037,geography,33,attn_out,blocks.33.hook_attn_out,logit,South America,4882, South,2,242,242,17.453125,18.34375,0.890625,True,
geo_037,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,South America,4882, South,2,242,242,17.453125,17.671875,0.21875,True,
geo_037,geography,34,attn_out,blocks.34.hook_attn_out,logit,South America,4882, South,2,242,242,17.453125,17.578125,0.125,True,
geo_037,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,South America,4882, South,2,242,242,17.453125,17.515625,0.0625,True,
geo_037,geography,35,attn_out,blocks.35.hook_attn_out,logit,South America,4882, South,2,242,242,17.453125,17.296875,-0.15625,True,
geo_037,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,South America,4882, South,2,242,242,17.453125,21.390625,3.9375,True,
geo_039,geography,31,attn_out,blocks.31.hook_attn_out,logit,Asia,13622, Asia,1,245,245,19.125,19.34375,0.21875,True,
geo_039,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,Asia,13622, Asia,1,245,245,19.125,18.90625,-0.21875,True,
geo_039,geography,32,attn_out,blocks.32.hook_attn_out,logit,Asia,13622, Asia,1,245,245,19.125,19.40625,0.28125,True,
geo_039,geography,32,mlp_out,blocks.32.hook_mlp_out,logit,Asia,13622, Asia,1,245,245,19.125,19.25,0.125,True,
geo_039,geography,33,attn_out,blocks.33.hook_attn_out,logit,Asia,13622, Asia,1,245,245,19.125,19.234375,0.109375,True,
geo_039,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,Asia,13622, Asia,1,245,245,19.125,19.65625,0.53125,True,
geo_039,geography,34,attn_out,blocks.34.hook_attn_out,logit,Asia,13622, Asia,1,245,245,19.125,19.234375,0.109375,True,
geo_039,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,Asia,13622, Asia,1,245,245,19.125,19.578125,0.453125,True,
geo_039,geography,35,attn_out,blocks.35.hook_attn_out,logit,Asia,13622, Asia,1,245,245,19.125,19.09375,-0.03125,True,
geo_039,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,Asia,13622, Asia,1,245,245,19.125,20.203125,1.078125,True,
geo_042,geography,31,attn_out,blocks.31.hook_attn_out,logit,1957,220, ,5,253,253,17.28125,17.5,0.21875,True,
geo_042,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,1957,220, ,5,253,253,17.28125,18.453125,1.171875,True,
geo_042,geography,32,attn_out,blocks.32.hook_attn_out,logit,1957,220, ,5,253,253,17.28125,18.015625,0.734375,True,
geo_042,geography,32,mlp_out,blocks.32.hook_mlp_out,logit,1957,220, ,5,253,253,17.28125,17.765625,0.484375,True,
geo_042,geography,33,attn_out,blocks.33.hook_attn_out,logit,1957,220, ,5,253,253,17.28125,17.59375,0.3125,True,
geo_042,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,1957,220, ,5,253,253,17.28125,16.53125,-0.75,True,
geo_042,geography,34,attn_out,blocks.34.hook_attn_out,logit,1957,220, ,5,253,253,17.28125,17.625,0.34375,True,
geo_042,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,1957,220, ,5,253,253,17.28125,16.75,-0.53125,True,
geo_042,geography,35,attn_out,blocks.35.hook_attn_out,logit,1957,220, ,5,253,253,17.28125,16.828125,-0.453125,True,
geo_042,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,1957,220, ,5,253,253,17.28125,18.6875,1.40625,True,
geo_043,geography,31,attn_out,blocks.31.hook_attn_out,logit,South America,4882, South,2,245,245,17.609375,18.890625,1.28125,True,
geo_043,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,South America,4882, South,2,245,245,17.609375,18.21875,0.609375,True,
geo_043,geography,32,attn_out,blocks.32.hook_attn_out,logit,South America,4882, South,2,245,245,17.609375,17.953125,0.34375,True,
geo_043,geography,32,mlp_out,blocks.32.hook_mlp_out,logit,South America,4882, South,2,245,245,17.609375,17.859375,0.25,True,
geo_043,geography,33,attn_out,blocks.33.hook_attn_out,logit,South America,4882, South,2,245,245,17.609375,18.609375,1.0,True,
geo_043,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,South America,4882, South,2,245,245,17.609375,18.171875,0.5625,True,
geo_043,geography,34,attn_out,blocks.34.hook_attn_out,logit,South America,4882, South,2,245,245,17.609375,17.796875,0.1875,True,
geo_043,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,South America,4882, South,2,245,245,17.609375,17.984375,0.375,True,
geo_043,geography,35,attn_out,blocks.35.hook_attn_out,logit,South America,4882, South,2,245,245,17.609375,17.484375,-0.125,True,
geo_043,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,South America,4882, South,2,245,245,17.609375,21.859375,4.25,True,
geo_044,geography,31,attn_out,blocks.31.hook_attn_out,logit,geothermal energy,3893, ge,3,267,267,9.40625,10.4140625,1.0078125,True,
geo_044,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,geothermal energy,3893, ge,3,267,267,9.40625,11.265625,1.859375,True,
geo_044,geography,32,attn_out,blocks.32.hook_attn_out,logit,geothermal energy,3893, ge,3,267,267,9.40625,10.375,0.96875,True,
geo_044,geography,32,mlp_out,blocks.32.hook_mlp_out,logit,geothermal energy,3893, ge,3,267,267,9.40625,10.34375,0.9375,True,
geo_044,geography,33,attn_out,blocks.33.hook_attn_out,logit,geothermal energy,3893, ge,3,267,267,9.40625,13.265625,3.859375,True,
geo_044,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,geothermal energy,3893, ge,3,267,267,9.40625,8.609375,-0.796875,True,
geo_044,geography,34,attn_out,blocks.34.hook_attn_out,logit,geothermal energy,3893, ge,3,267,267,9.40625,10.375,0.96875,True,
geo_044,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,geothermal energy,3893, ge,3,267,267,9.40625,9.8984375,0.4921875,True,
geo_044,geography,35,attn_out,blocks.35.hook_attn_out,logit,geothermal energy,3893, ge,3,267,267,9.40625,9.0546875,-0.3515625,True,
geo_044,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,geothermal energy,3893, ge,3,267,267,9.40625,8.25,-1.15625,True,
geo_045,geography,31,attn_out,blocks.31.hook_attn_out,logit,Asia,13622, Asia,1,240,240,19.546875,19.84375,0.296875,True,
geo_045,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,Asia,13622, Asia,1,240,240,19.546875,19.421875,-0.125,True,
geo_045,geography,32,attn_out,blocks.32.hook_attn_out,logit,Asia,13622, Asia,1,240,240,19.546875,19.890625,0.34375,True,
geo_045,geography,32,mlp_out,blocks.32.hook_mlp_out,logit,Asia,13622, Asia,1,240,240,19.546875,19.1875,-0.359375,True,
geo_045,geography,33,attn_out,blocks.33.hook_attn_out,logit,Asia,13622, Asia,1,240,240,19.546875,19.65625,0.109375,True,
geo_045,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,Asia,13622, Asia,1,240,240,19.546875,20.0625,0.515625,True,
geo_045,geography,34,attn_out,blocks.34.hook_attn_out,logit,Asia,13622, Asia,1,240,240,19.546875,19.703125,0.15625,True,
geo_045,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,Asia,13622, Asia,1,240,240,19.546875,20.203125,0.65625,True,
geo_045,geography,35,attn_out,blocks.35.hook_attn_out,logit,Asia,13622, Asia,1,240,240,19.546875,19.546875,0.0,True,
geo_045,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,Asia,13622, Asia,1,240,240,19.546875,22.765625,3.21875,True,
geo_047,geography,31,attn_out,blocks.31.hook_attn_out,logit,Africa,10174, Africa,1,240,240,18.71875,19.125,0.40625,True,
geo_047,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,Africa,10174, Africa,1,240,240,18.71875,18.5,-0.21875,True,
geo_047,geography,32,attn_out,blocks.32.hook_attn_out,logit,Africa,10174, Africa,1,240,240,18.71875,18.984375,0.265625,True,
geo_047,geography,32,mlp_out,blocks.32.hook_mlp_out,logit,Africa,10174, Africa,1,240,240,18.71875,18.796875,0.078125,True,
geo_047,geography,33,attn_out,blocks.33.hook_attn_out,logit,Africa,10174, Africa,1,240,240,18.71875,18.71875,0.0,True,
geo_047,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,Africa,10174, Africa,1,240,240,18.71875,19.25,0.53125,True,
geo_047,geography,34,attn_out,blocks.34.hook_attn_out,logit,Africa,10174, Africa,1,240,240,18.71875,19.078125,0.359375,True,
geo_047,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,Africa,10174, Africa,1,240,240,18.71875,19.140625,0.421875,True,
geo_047,geography,35,attn_out,blocks.35.hook_attn_out,logit,Africa,10174, Africa,1,240,240,18.71875,18.65625,-0.0625,True,
geo_047,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,Africa,10174, Africa,1,240,240,18.71875,19.421875,0.703125,True,
geo_049,geography,31,attn_out,blocks.31.hook_attn_out,logit,Africa,10174, Africa,1,248,248,18.09375,19.078125,0.984375,True,
geo_049,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,Africa,10174, Africa,1,248,248,18.09375,17.6875,-0.40625,True,
geo_049,geography,32,attn_out,blocks.32.hook_attn_out,logit,Africa,10174, Africa,1,248,248,18.09375,18.984375,0.890625,True,
geo_049,geography,32,mlp_out,blocks.32.hook_mlp_out,logit,Africa,10174, Africa,1,248,248,18.09375,18.296875,0.203125,True,
geo_049,geography,33,attn_out,blocks.33.hook_attn_out,logit,Africa,10174, Africa,1,248,248,18.09375,18.84375,0.75,True,
geo_049,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,Africa,10174, Africa,1,248,248,18.09375,18.671875,0.578125,True,
geo_049,geography,34,attn_out,blocks.34.hook_attn_out,logit,Africa,10174, Africa,1,248,248,18.09375,18.3125,0.21875,True,
geo_049,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,Africa,10174, Africa,1,248,248,18.09375,17.921875,-0.171875,True,
geo_049,geography,35,attn_out,blocks.35.hook_attn_out,logit,Africa,10174, Africa,1,248,248,18.09375,17.953125,-0.140625,True,
geo_049,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,Africa,10174, Africa,1,248,248,18.09375,18.59375,0.5,True,
geo_050,geography,31,attn_out,blocks.31.hook_attn_out,logit,Asia,13622, Asia,1,245,245,18.203125,19.125,0.921875,True,
geo_050,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,Asia,13622, Asia,1,245,245,18.203125,18.15625,-0.046875,True,
geo_050,geography,32,attn_out,blocks.32.hook_attn_out,logit,Asia,13622, Asia,1,245,245,18.203125,18.828125,0.625,True,
geo_050,geography,32,mlp_out,blocks.32.hook_mlp_out,logit,Asia,13622, Asia,1,245,245,18.203125,18.03125,-0.171875,True,
geo_050,geography,33,attn_out,blocks.33.hook_attn_out,logit,Asia,13622, Asia,1,245,245,18.203125,18.421875,0.21875,True,
geo_050,geography,33,mlp_out,blocks.33.hook_mlp_out,logit,Asia,13622, Asia,1,245,245,18.203125,18.890625,0.6875,True,
geo_050,geography,34,attn_out,blocks.34.hook_attn_out,logit,Asia,13622, Asia,1,245,245,18.203125,18.625,0.421875,True,
geo_050,geography,34,mlp_out,blocks.34.hook_mlp_out,logit,Asia,13622, Asia,1,245,245,18.203125,18.78125,0.578125,True,
geo_050,geography,35,attn_out,blocks.35.hook_attn_out,logit,Asia,13622, Asia,1,245,245,18.203125,18.15625,-0.046875,True,
geo_050,geography,35,mlp_out,blocks.35.hook_mlp_out,logit,Asia,13622, Asia,1,245,245,18.203125,20.265625,2.0625,True,
sci_006,science,31,attn_out,blocks.31.hook_attn_out,logit,electric charge,9072, electric,2,239,239,12.2109375,12.0546875,-0.15625,True,
sci_006,science,31,mlp_out,blocks.31.hook_mlp_out,logit,electric charge,9072, electric,2,239,239,12.2109375,12.3359375,0.125,True,
sci_006,science,32,attn_out,blocks.32.hook_attn_out,logit,electric charge,9072, electric,2,239,239,12.2109375,13.4375,1.2265625,True,
sci_006,science,32,mlp_out,blocks.32.hook_mlp_out,logit,electric charge,9072, electric,2,239,239,12.2109375,13.0546875,0.84375,True,
sci_006,science,33,attn_out,blocks.33.hook_attn_out,logit,electric charge,9072, electric,2,239,239,12.2109375,14.8515625,2.640625,True,
sci_006,science,33,mlp_out,blocks.33.hook_mlp_out,logit,electric charge,9072, electric,2,239,239,12.2109375,12.03125,-0.1796875,True,
sci_006,science,34,attn_out,blocks.34.hook_attn_out,logit,electric charge,9072, electric,2,239,239,12.2109375,12.7265625,0.515625,True,
sci_006,science,34,mlp_out,blocks.34.hook_mlp_out,logit,electric charge,9072, electric,2,239,239,12.2109375,12.015625,-0.1953125,True,
sci_006,science,35,attn_out,blocks.35.hook_attn_out,logit,electric charge,9072, electric,2,239,239,12.2109375,12.2109375,0.0,True,
sci_006,science,35,mlp_out,blocks.35.hook_mlp_out,logit,electric charge,9072, electric,2,239,239,12.2109375,10.4453125,-1.765625,True,
sci_009,science,31,attn_out,blocks.31.hook_attn_out,logit,12742 kilometers,220, ,7,256,256,18.078125,18.125,0.046875,True,
sci_009,science,31,mlp_out,blocks.31.hook_mlp_out,logit,12742 kilometers,220, ,7,256,256,18.078125,18.453125,0.375,True,
sci_009,science,32,attn_out,blocks.32.hook_attn_out,logit,12742 kilometers,220, ,7,256,256,18.078125,18.34375,0.265625,True,
sci_009,science,32,mlp_out,blocks.32.hook_mlp_out,logit,12742 kilometers,220, ,7,256,256,18.078125,18.6875,0.609375,True,
sci_009,science,33,attn_out,blocks.33.hook_attn_out,logit,12742 kilometers,220, ,7,256,256,18.078125,18.71875,0.640625,True,
sci_009,science,33,mlp_out,blocks.33.hook_mlp_out,logit,12742 kilometers,220, ,7,256,256,18.078125,18.0,-0.078125,True,
sci_009,science,34,attn_out,blocks.34.hook_attn_out,logit,12742 kilometers,220, ,7,256,256,18.078125,18.328125,0.25,True,
sci_009,science,34,mlp_out,blocks.34.hook_mlp_out,logit,12742 kilometers,220, ,7,256,256,18.078125,18.0,-0.078125,True,
sci_009,science,35,attn_out,blocks.35.hook_attn_out,logit,12742 kilometers,220, ,7,256,256,18.078125,17.703125,-0.375,True,
sci_009,science,35,mlp_out,blocks.35.hook_mlp_out,logit,12742 kilometers,220, ,7,256,256,18.078125,20.765625,2.6875,True,
sci_010,science,31,attn_out,blocks.31.hook_attn_out,logit,nitrogen,46403, nitrogen,1,232,232,8.2578125,12.1015625,3.84375,True,
sci_010,science,31,mlp_out,blocks.31.hook_mlp_out,logit,nitrogen,46403, nitrogen,1,232,232,8.2578125,10.2734375,2.015625,True,
sci_010,science,32,attn_out,blocks.32.hook_attn_out,logit,nitrogen,46403, nitrogen,1,232,232,8.2578125,12.3203125,4.0625,True,
sci_010,science,32,mlp_out,blocks.32.hook_mlp_out,logit,nitrogen,46403, nitrogen,1,232,232,8.2578125,9.4375,1.1796875,True,
sci_010,science,33,attn_out,blocks.33.hook_attn_out,logit,nitrogen,46403, nitrogen,1,232,232,8.2578125,15.140625,6.8828125,True,
sci_010,science,33,mlp_out,blocks.33.hook_mlp_out,logit,nitrogen,46403, nitrogen,1,232,232,8.2578125,7.78515625,-0.47265625,True,
sci_010,science,34,attn_out,blocks.34.hook_attn_out,logit,nitrogen,46403, nitrogen,1,232,232,8.2578125,8.2578125,0.0,True,
sci_010,science,34,mlp_out,blocks.34.hook_mlp_out,logit,nitrogen,46403, nitrogen,1,232,232,8.2578125,9.125,0.8671875,True,
sci_010,science,35,attn_out,blocks.35.hook_attn_out,logit,nitrogen,46403, nitrogen,1,232,232,8.2578125,8.3046875,0.046875,True,
sci_010,science,35,mlp_out,blocks.35.hook_mlp_out,logit,nitrogen,46403, nitrogen,1,232,232,8.2578125,7.8359375,-0.421875,True,
sci_011,science,31,attn_out,blocks.31.hook_attn_out,logit,8 minutes,220, ,3,243,243,16.53125,17.109375,0.578125,True,
sci_011,science,31,mlp_out,blocks.31.hook_mlp_out,logit,8 minutes,220, ,3,243,243,16.53125,17.0625,0.53125,True,
sci_011,science,32,attn_out,blocks.32.hook_attn_out,logit,8 minutes,220, ,3,243,243,16.53125,17.03125,0.5,True,
sci_011,science,32,mlp_out,blocks.32.hook_mlp_out,logit,8 minutes,220, ,3,243,243,16.53125,17.375,0.84375,True,
sci_011,science,33,attn_out,blocks.33.hook_attn_out,logit,8 minutes,220, ,3,243,243,16.53125,17.265625,0.734375,True,
sci_011,science,33,mlp_out,blocks.33.hook_mlp_out,logit,8 minutes,220, ,3,243,243,16.53125,16.71875,0.1875,True,
sci_011,science,34,attn_out,blocks.34.hook_attn_out,logit,8 minutes,220, ,3,243,243,16.53125,16.984375,0.453125,True,
sci_011,science,34,mlp_out,blocks.34.hook_mlp_out,logit,8 minutes,220, ,3,243,243,16.53125,16.3125,-0.21875,True,
sci_011,science,35,attn_out,blocks.35.hook_attn_out,logit,8 minutes,220, ,3,243,243,16.53125,16.25,-0.28125,True,
sci_011,science,35,mlp_out,blocks.35.hook_mlp_out,logit,8 minutes,220, ,3,243,243,16.53125,19.5,2.96875,True,
sci_014,science,31,attn_out,blocks.31.hook_attn_out,logit,SiO2,11832, Si,3,247,247,14.65625,14.6875,0.03125,True,
sci_014,science,31,mlp_out,blocks.31.hook_mlp_out,logit,SiO2,11832, Si,3,247,247,14.65625,14.7109375,0.0546875,True,
sci_014,science,32,attn_out,blocks.32.hook_attn_out,logit,SiO2,11832, Si,3,247,247,14.65625,14.8828125,0.2265625,True,
sci_014,science,32,mlp_out,blocks.32.hook_mlp_out,logit,SiO2,11832, Si,3,247,247,14.65625,14.875,0.21875,True,
sci_014,science,33,attn_out,blocks.33.hook_attn_out,logit,SiO2,11832, Si,3,247,247,14.65625,16.484375,1.828125,True,
sci_014,science,33,mlp_out,blocks.33.hook_mlp_out,logit,SiO2,11832, Si,3,247,247,14.65625,14.2890625,-0.3671875,True,
sci_014,science,34,attn_out,blocks.34.hook_attn_out,logit,SiO2,11832, Si,3,247,247,14.65625,15.4296875,0.7734375,True,
sci_014,science,34,mlp_out,blocks.34.hook_mlp_out,logit,SiO2,11832, Si,3,247,247,14.65625,15.0234375,0.3671875,True,
sci_014,science,35,attn_out,blocks.35.hook_attn_out,logit,SiO2,11832, Si,3,247,247,14.65625,14.65625,0.0,True,
sci_014,science,35,mlp_out,blocks.35.hook_mlp_out,logit,SiO2,11832, Si,3,247,247,14.65625,14.6875,0.03125,True,
sci_017,science,31,attn_out,blocks.31.hook_attn_out,logit,1538 degrees Celsius,220, ,7,249,249,16.40625,16.8125,0.40625,True,
sci_017,science,31,mlp_out,blocks.31.hook_mlp_out,logit,1538 degrees Celsius,220, ,7,249,249,16.40625,17.25,0.84375,True,
sci_017,science,32,attn_out,blocks.32.hook_attn_out,logit,1538 degrees Celsius,220, ,7,249,249,16.40625,17.53125,1.125,True,
sci_017,science,32,mlp_out,blocks.32.hook_mlp_out,logit,1538 degrees Celsius,220, ,7,249,249,16.40625,16.5625,0.15625,True,
sci_017,science,33,attn_out,blocks.33.hook_attn_out,logit,1538 degrees Celsius,220, ,7,249,249,16.40625,16.875,0.46875,True,
sci_017,science,33,mlp_out,blocks.33.hook_mlp_out,logit,1538 degrees Celsius,220, ,7,249,249,16.40625,16.671875,0.265625,True,
sci_017,science,34,attn_out,blocks.34.hook_attn_out,logit,1538 degrees Celsius,220, ,7,249,249,16.40625,16.71875,0.3125,True,
sci_017,science,34,mlp_out,blocks.34.hook_mlp_out,logit,1538 degrees Celsius,220, ,7,249,249,16.40625,16.203125,-0.203125,True,
sci_017,science,35,attn_out,blocks.35.hook_attn_out,logit,1538 degrees Celsius,220, ,7,249,249,16.40625,16.140625,-0.265625,True,
sci_017,science,35,mlp_out,blocks.35.hook_mlp_out,logit,1538 degrees Celsius,220, ,7,249,249,16.40625,17.625,1.21875,True,
sci_020,science,31,attn_out,blocks.31.hook_attn_out,logit,5500 degrees Celsius,220, ,7,269,269,13.375,15.1328125,1.7578125,True,
sci_020,science,31,mlp_out,blocks.31.hook_mlp_out,logit,5500 degrees Celsius,220, ,7,269,269,13.375,15.4921875,2.1171875,True,
sci_020,science,32,attn_out,blocks.32.hook_attn_out,logit,5500 degrees Celsius,220, ,7,269,269,13.375,14.5078125,1.1328125,True,
sci_020,science,32,mlp_out,blocks.32.hook_mlp_out,logit,5500 degrees Celsius,220, ,7,269,269,13.375,14.4921875,1.1171875,True,
sci_020,science,33,attn_out,blocks.33.hook_attn_out,logit,5500 degrees Celsius,220, ,7,269,269,13.375,14.5,1.125,True,
sci_020,science,33,mlp_out,blocks.33.hook_mlp_out,logit,5500 degrees Celsius,220, ,7,269,269,13.375,14.171875,0.796875,True,
sci_020,science,34,attn_out,blocks.34.hook_attn_out,logit,5500 degrees Celsius,220, ,7,269,269,13.375,14.1015625,0.7265625,True,
sci_020,science,34,mlp_out,blocks.34.hook_mlp_out,logit,5500 degrees Celsius,220, ,7,269,269,13.375,14.0703125,0.6953125,True,
sci_020,science,35,attn_out,blocks.35.hook_attn_out,logit,5500 degrees Celsius,220, ,7,269,269,13.375,13.1484375,-0.2265625,True,
sci_020,science,35,mlp_out,blocks.35.hook_mlp_out,logit,5500 degrees Celsius,220, ,7,269,269,13.375,15.4296875,2.0546875,True,
sci_021,science,31,attn_out,blocks.31.hook_attn_out,logit,condensation,9756, cond,2,245,245,13.9453125,16.03125,2.0859375,True,
sci_021,science,31,mlp_out,blocks.31.hook_mlp_out,logit,condensation,9756, cond,2,245,245,13.9453125,14.9453125,1.0,True,
sci_021,science,32,attn_out,blocks.32.hook_attn_out,logit,condensation,9756, cond,2,245,245,13.9453125,14.4765625,0.53125,True,
sci_021,science,32,mlp_out,blocks.32.hook_mlp_out,logit,condensation,9756, cond,2,245,245,13.9453125,15.1484375,1.203125,True,
sci_021,science,33,attn_out,blocks.33.hook_attn_out,logit,condensation,9756, cond,2,245,245,13.9453125,15.4609375,1.515625,True,
sci_021,science,33,mlp_out,blocks.33.hook_mlp_out,logit,condensation,9756, cond,2,245,245,13.9453125,15.1796875,1.234375,True,
sci_021,science,34,attn_out,blocks.34.hook_attn_out,logit,condensation,9756, cond,2,245,245,13.9453125,14.046875,0.1015625,True,
sci_021,science,34,mlp_out,blocks.34.hook_mlp_out,logit,condensation,9756, cond,2,245,245,13.9453125,14.109375,0.1640625,True,
sci_021,science,35,attn_out,blocks.35.hook_attn_out,logit,condensation,9756, cond,2,245,245,13.9453125,14.0546875,0.109375,True,
sci_021,science,35,mlp_out,blocks.35.hook_mlp_out,logit,condensation,9756, cond,2,245,245,13.9453125,20.609375,6.6640625,True,
sci_022,science,31,attn_out,blocks.31.hook_attn_out,logit,fossil fuels,30276, fossil,2,257,257,9.84375,9.8125,-0.03125,True,
sci_022,science,31,mlp_out,blocks.31.hook_mlp_out,logit,fossil fuels,30276, fossil,2,257,257,9.84375,12.21875,2.375,True,
sci_022,science,32,attn_out,blocks.32.hook_attn_out,logit,fossil fuels,30276, fossil,2,257,257,9.84375,11.8359375,1.9921875,True,
sci_022,science,32,mlp_out,blocks.32.hook_mlp_out,logit,fossil fuels,30276, fossil,2,257,257,9.84375,10.828125,0.984375,True,
sci_022,science,33,attn_out,blocks.33.hook_attn_out,logit,fossil fuels,30276, fossil,2,257,257,9.84375,13.1484375,3.3046875,True,
sci_022,science,33,mlp_out,blocks.33.hook_mlp_out,logit,fossil fuels,30276, fossil,2,257,257,9.84375,10.1640625,0.3203125,True,
sci_022,science,34,attn_out,blocks.34.hook_attn_out,logit,fossil fuels,30276, fossil,2,257,257,9.84375,10.453125,0.609375,True,
sci_022,science,34,mlp_out,blocks.34.hook_mlp_out,logit,fossil fuels,30276, fossil,2,257,257,9.84375,8.125,-1.71875,True,
sci_022,science,35,attn_out,blocks.35.hook_attn_out,logit,fossil fuels,30276, fossil,2,257,257,9.84375,9.9296875,0.0859375,True,
sci_022,science,35,mlp_out,blocks.35.hook_mlp_out,logit,fossil fuels,30276, fossil,2,257,257,9.84375,12.4921875,2.6484375,True,
sci_025,science,31,attn_out,blocks.31.hook_attn_out,logit,ice particles,9853, ice,2,251,251,17.75,18.609375,0.859375,True,
sci_025,science,31,mlp_out,blocks.31.hook_mlp_out,logit,ice particles,9853, ice,2,251,251,17.75,18.046875,0.296875,True,
sci_025,science,32,attn_out,blocks.32.hook_attn_out,logit,ice particles,9853, ice,2,251,251,17.75,18.703125,0.953125,True,
sci_025,science,32,mlp_out,blocks.32.hook_mlp_out,logit,ice particles,9853, ice,2,251,251,17.75,18.203125,0.453125,True,
sci_025,science,33,attn_out,blocks.33.hook_attn_out,logit,ice particles,9853, ice,2,251,251,17.75,17.65625,-0.09375,True,
sci_025,science,33,mlp_out,blocks.33.hook_mlp_out,logit,ice particles,9853, ice,2,251,251,17.75,17.90625,0.15625,True,
sci_025,science,34,attn_out,blocks.34.hook_attn_out,logit,ice particles,9853, ice,2,251,251,17.75,18.109375,0.359375,True,
sci_025,science,34,mlp_out,blocks.34.hook_mlp_out,logit,ice particles,9853, ice,2,251,251,17.75,17.25,-0.5,True,
sci_025,science,35,attn_out,blocks.35.hook_attn_out,logit,ice particles,9853, ice,2,251,251,17.75,17.703125,-0.046875,True,
