model,example_id,domain,source_cell,donor_cell,layer,hook,token_position,control,alpha,split,gold_answer,gold_token_id,baseline_gold_logit,steered_gold_logit,delta_gold_logit,baseline_gold_rank,steered_gold_rank,delta_gold_rank,baseline_top1,steered_top1,random_seed
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,random,0.25,test,Africa,10174,18.71875,18.609375,-0.109375,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,random,0.5,test,Africa,10174,18.71875,18.453125,-0.265625,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,random,0.75,test,Africa,10174,18.71875,18.25,-0.46875,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,random,1.0,test,Africa,10174,18.71875,18.015625,-0.703125,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,random,0.0,test,Africa,10174,18.71875,18.71875,0.0,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,random,0.25,test,Africa,10174,18.71875,18.828125,0.109375,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,random,0.5,test,Africa,10174,18.71875,18.890625,0.171875,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,random,0.75,test,Africa,10174,18.71875,18.921875,0.203125,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,random,1.0,test,Africa,10174,18.71875,18.890625,0.171875,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.0,test,Africa,10174,18.09375,18.09375,0.0,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.25,test,Africa,10174,18.09375,18.0625,-0.03125,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.5,test,Africa,10174,18.09375,17.984375,-0.109375,3,2,1,0,0,seed_42
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.75,test,Africa,10174,18.09375,17.875,-0.21875,3,2,1,0,0,seed_42
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,1.0,test,Africa,10174,18.09375,17.765625,-0.328125,3,2,1,0,0,seed_42
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.0,test,Africa,10174,18.09375,18.09375,0.0,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.25,test,Africa,10174,18.09375,18.109375,0.015625,3,2,1,0,0,seed_43
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.5,test,Africa,10174,18.09375,18.046875,-0.046875,3,2,1,0,0,seed_43
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.75,test,Africa,10174,18.09375,17.953125,-0.140625,3,1,2,0,0,seed_43
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,1.0,test,Africa,10174,18.09375,17.8125,-0.28125,3,2,1,0,0,seed_43
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.0,test,Africa,10174,18.09375,18.09375,0.0,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.25,test,Africa,10174,18.09375,18.234375,0.140625,3,1,2,0,0,seed_44
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.5,test,Africa,10174,18.09375,18.296875,0.203125,3,1,2,0,0,seed_44
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,0.75,test,Africa,10174,18.09375,18.296875,0.203125,3,1,2,0,0,seed_44
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,random,1.0,test,Africa,10174,18.09375,18.203125,0.109375,3,1,2,0,0,seed_44
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.0,test,electric charge,9072,12.2109375,12.2109375,0.0,19,19,0,0,0,seed_42
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.25,test,electric charge,9072,12.2109375,12.1640625,-0.046875,19,19,0,0,0,seed_42
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.5,test,electric charge,9072,12.2109375,12.09375,-0.1171875,19,18,1,0,0,seed_42
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.75,test,electric charge,9072,12.2109375,12.0234375,-0.1875,19,21,-2,0,0,seed_42
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,1.0,test,electric charge,9072,12.2109375,11.9375,-0.2734375,19,22,-3,0,0,seed_42
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.0,test,electric charge,9072,12.2109375,12.2109375,0.0,19,19,0,0,0,seed_43
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.25,test,electric charge,9072,12.2109375,12.28125,0.0703125,19,18,1,0,0,seed_43
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.5,test,electric charge,9072,12.2109375,12.34375,0.1328125,19,16,3,0,0,seed_43
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.75,test,electric charge,9072,12.2109375,12.4140625,0.203125,19,15,4,0,0,seed_43
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,1.0,test,electric charge,9072,12.2109375,12.4765625,0.265625,19,14,5,0,0,seed_43
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.0,test,electric charge,9072,12.2109375,12.2109375,0.0,19,19,0,0,0,seed_44
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.25,test,electric charge,9072,12.2109375,12.2578125,0.046875,19,17,2,0,0,seed_44
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.5,test,electric charge,9072,12.2109375,12.296875,0.0859375,19,14,5,0,0,seed_44
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,0.75,test,electric charge,9072,12.2109375,12.34375,0.1328125,19,14,5,0,0,seed_44
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,random,1.0,test,electric charge,9072,12.2109375,12.375,0.1640625,19,14,5,0,0,seed_44
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.0,test,SiO2,11832,14.65625,14.65625,0.0,6,6,0,0,0,seed_42
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.25,test,SiO2,11832,14.65625,14.703125,0.046875,6,7,-1,0,0,seed_42
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.5,test,SiO2,11832,14.65625,14.734375,0.078125,6,7,-1,0,0,seed_42
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.75,test,SiO2,11832,14.65625,14.7265625,0.0703125,6,9,-3,0,0,seed_42
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,1.0,test,SiO2,11832,14.65625,14.6875,0.03125,6,9,-3,0,0,seed_42
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.0,test,SiO2,11832,14.65625,14.65625,0.0,6,6,0,0,0,seed_43
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.25,test,SiO2,11832,14.65625,14.640625,-0.015625,6,6,0,0,0,seed_43
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.5,test,SiO2,11832,14.65625,14.5859375,-0.0703125,6,7,-1,0,0,seed_43
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.75,test,SiO2,11832,14.65625,14.484375,-0.171875,6,8,-2,0,0,seed_43
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,1.0,test,SiO2,11832,14.65625,14.390625,-0.265625,6,7,-1,0,0,seed_43
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.0,test,SiO2,11832,14.65625,14.65625,0.0,6,6,0,0,0,seed_44
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.25,test,SiO2,11832,14.65625,14.703125,0.046875,6,6,0,0,0,seed_44
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.5,test,SiO2,11832,14.65625,14.71875,0.0625,6,8,-2,0,0,seed_44
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,0.75,test,SiO2,11832,14.65625,14.6875,0.03125,6,8,-2,0,0,seed_44
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,random,1.0,test,SiO2,11832,14.65625,14.640625,-0.015625,6,7,-1,0,0,seed_44
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,exposure to sunlight,14338,13.203125,13.203125,0.0,20,20,0,0,0,seed_42
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,exposure to sunlight,14338,13.203125,12.8203125,-0.3828125,20,25,-5,0,0,seed_42
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,exposure to sunlight,14338,13.203125,12.375,-0.828125,20,30,-10,0,0,seed_42
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,exposure to sunlight,14338,13.203125,11.890625,-1.3125,20,41,-21,0,0,seed_42
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,exposure to sunlight,14338,13.203125,11.3671875,-1.8359375,20,64,-44,0,0,seed_42
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,exposure to sunlight,14338,13.203125,13.203125,0.0,20,20,0,0,0,seed_43
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,exposure to sunlight,14338,13.203125,13.1875,-0.015625,20,18,2,0,0,seed_43
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,exposure to sunlight,14338,13.203125,13.09375,-0.109375,20,18,2,0,0,seed_43
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,exposure to sunlight,14338,13.203125,12.9140625,-0.2890625,20,20,0,0,0,seed_43
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,exposure to sunlight,14338,13.203125,12.6640625,-0.5390625,20,22,-2,0,0,seed_43
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,exposure to sunlight,14338,13.203125,13.203125,0.0,20,20,0,0,0,seed_44
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,exposure to sunlight,14338,13.203125,12.8984375,-0.3046875,20,26,-6,0,0,seed_44
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,exposure to sunlight,14338,13.203125,12.53125,-0.671875,20,29,-9,0,0,seed_44
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,exposure to sunlight,14338,13.203125,12.1171875,-1.0859375,20,34,-14,0,0,seed_44
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,exposure to sunlight,14338,13.203125,11.609375,-1.59375,20,51,-31,0,0,seed_44
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,excessive bleeding,26541,13.8125,13.8125,0.0,12,12,0,0,0,seed_42
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,excessive bleeding,26541,13.8125,13.5390625,-0.2734375,12,12,0,0,0,seed_42
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,excessive bleeding,26541,13.8125,13.1953125,-0.6171875,12,15,-3,0,0,seed_42
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,excessive bleeding,26541,13.8125,12.7578125,-1.0546875,12,18,-6,0,0,seed_42
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,excessive bleeding,26541,13.8125,12.2578125,-1.5546875,12,24,-12,0,0,seed_42
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,excessive bleeding,26541,13.8125,13.8125,0.0,12,12,0,0,0,seed_43
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,excessive bleeding,26541,13.8125,13.671875,-0.140625,12,12,0,0,0,seed_43
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,excessive bleeding,26541,13.8125,13.4765625,-0.3359375,12,11,1,0,0,seed_43
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,excessive bleeding,26541,13.8125,13.21875,-0.59375,12,11,1,0,0,seed_43
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,excessive bleeding,26541,13.8125,12.890625,-0.921875,12,13,-1,0,0,seed_43
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,excessive bleeding,26541,13.8125,13.8125,0.0,12,12,0,0,0,seed_44
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,excessive bleeding,26541,13.8125,13.5859375,-0.2265625,12,12,0,0,0,seed_44
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,excessive bleeding,26541,13.8125,13.265625,-0.546875,12,13,-1,0,0,seed_44
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,excessive bleeding,26541,13.8125,12.8671875,-0.9453125,12,16,-4,0,0,seed_44
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,excessive bleeding,26541,13.8125,12.4140625,-1.3984375,12,18,-6,0,0,seed_44
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,nutrients,36393,9.875,9.875,0.0,187,187,0,0,0,seed_42
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,nutrients,36393,9.875,9.640625,-0.234375,187,218,-31,0,0,seed_42
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,nutrients,36393,9.875,9.390625,-0.484375,187,271,-84,0,0,seed_42
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,nutrients,36393,9.875,9.09375,-0.78125,187,343,-156,0,0,seed_42
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,nutrients,36393,9.875,8.765625,-1.109375,187,485,-298,0,0,seed_42
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,nutrients,36393,9.875,9.875,0.0,187,187,0,0,0,seed_43
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,nutrients,36393,9.875,10.1171875,0.2421875,187,145,42,0,0,seed_43
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,nutrients,36393,9.875,10.3125,0.4375,187,124,63,0,0,seed_43
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,nutrients,36393,9.875,10.421875,0.546875,187,111,76,0,0,seed_43
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,nutrients,36393,9.875,10.453125,0.578125,187,106,81,0,0,seed_43
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,nutrients,36393,9.875,9.875,0.0,187,187,0,0,0,seed_44
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,nutrients,36393,9.875,9.703125,-0.171875,187,222,-35,0,0,seed_44
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,nutrients,36393,9.875,9.4765625,-0.3984375,187,274,-87,0,0,seed_44
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,nutrients,36393,9.875,9.203125,-0.671875,187,338,-151,0,0,seed_44
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,nutrients,36393,9.875,8.8828125,-0.9921875,187,459,-272,0,0,seed_44
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,the eye,279,19.671875,19.671875,0.0,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,the eye,279,19.671875,19.734375,0.0625,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,the eye,279,19.671875,19.78125,0.109375,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,the eye,279,19.671875,19.84375,0.171875,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,the eye,279,19.671875,19.890625,0.21875,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,the eye,279,19.671875,19.671875,0.0,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,the eye,279,19.671875,19.546875,-0.125,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,the eye,279,19.671875,19.421875,-0.25,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,the eye,279,19.671875,19.296875,-0.375,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,the eye,279,19.671875,19.15625,-0.515625,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,the eye,279,19.671875,19.671875,0.0,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,the eye,279,19.671875,19.765625,0.09375,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,the eye,279,19.671875,19.859375,0.1875,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,the eye,279,19.671875,19.921875,0.25,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,the eye,279,19.671875,19.96875,0.296875,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,oxygen,23552,15.234375,15.234375,0.0,4,4,0,0,0,seed_42
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,oxygen,23552,15.234375,14.9140625,-0.3203125,4,7,-3,0,0,seed_42
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,oxygen,23552,15.234375,14.5390625,-0.6953125,4,8,-4,0,0,seed_42
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,oxygen,23552,15.234375,14.1171875,-1.1171875,4,9,-5,0,0,seed_42
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,oxygen,23552,15.234375,13.6640625,-1.5703125,4,9,-5,0,0,seed_42
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,oxygen,23552,15.234375,15.234375,0.0,4,4,0,0,0,seed_43
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,oxygen,23552,15.234375,15.1484375,-0.0859375,4,5,-1,0,0,seed_43
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,oxygen,23552,15.234375,14.984375,-0.25,4,5,-1,0,0,seed_43
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,oxygen,23552,15.234375,14.7578125,-0.4765625,4,5,-1,0,0,seed_43
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,oxygen,23552,15.234375,14.484375,-0.75,4,7,-3,0,0,seed_43
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,oxygen,23552,15.234375,15.234375,0.0,4,4,0,0,0,seed_44
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,oxygen,23552,15.234375,15.2421875,0.0078125,4,3,1,0,0,seed_44
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,oxygen,23552,15.234375,15.1484375,-0.0859375,4,4,0,0,0,seed_44
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,oxygen,23552,15.234375,14.9765625,-0.2578125,4,5,-1,0,0,seed_44
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,oxygen,23552,15.234375,14.7109375,-0.5234375,4,5,-1,0,0,seed_44
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,nutrients from food,36393,12.390625,12.390625,0.0,25,25,0,0,0,seed_42
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,nutrients from food,36393,12.390625,11.9375,-0.453125,25,33,-8,0,0,seed_42
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,nutrients from food,36393,12.390625,11.40625,-0.984375,25,53,-28,0,0,seed_42
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,nutrients from food,36393,12.390625,10.8359375,-1.5546875,25,79,-54,0,0,seed_42
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,nutrients from food,36393,12.390625,10.2578125,-2.1328125,25,133,-108,0,0,seed_42
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,nutrients from food,36393,12.390625,12.390625,0.0,25,25,0,0,0,seed_43
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,nutrients from food,36393,12.390625,12.3359375,-0.0546875,25,23,2,0,0,seed_43
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,nutrients from food,36393,12.390625,12.15625,-0.234375,25,27,-2,0,0,seed_43
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,nutrients from food,36393,12.390625,11.84375,-0.546875,25,36,-11,0,0,seed_43
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,nutrients from food,36393,12.390625,11.4375,-0.953125,25,41,-16,0,0,seed_43
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.0,test,nutrients from food,36393,12.390625,12.390625,0.0,25,25,0,0,0,seed_44
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.25,test,nutrients from food,36393,12.390625,12.1484375,-0.2421875,25,30,-5,0,0,seed_44
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.5,test,nutrients from food,36393,12.390625,11.8125,-0.578125,25,37,-12,0,0,seed_44
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,0.75,test,nutrients from food,36393,12.390625,11.40625,-0.984375,25,51,-26,0,0,seed_44
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,random,1.0,test,nutrients from food,36393,12.390625,10.9453125,-1.4453125,25,72,-47,0,0,seed_44
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,France,9625,16.3125,16.3125,0.0,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,France,9625,16.3125,16.359375,0.046875,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,France,9625,16.3125,16.40625,0.09375,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,France,9625,16.3125,16.4375,0.125,3,2,1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,France,9625,16.3125,16.421875,0.109375,3,2,1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,France,9625,16.3125,16.3125,0.0,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,France,9625,16.3125,16.296875,-0.015625,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,France,9625,16.3125,16.265625,-0.046875,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,France,9625,16.3125,16.21875,-0.09375,3,3,0,0,0,seed_43
