model,example_id,domain,source_cell,donor_cell,layer,hook,token_position,control,random_seed,alpha,split,gold_answer,gold_token_id,baseline_gold_logit,steered_gold_logit,delta_gold_logit,baseline_gold_rank,steered_gold_rank,delta_gold_rank,baseline_top1,steered_top1,diagnostic,vector_l2_norm,n_train_valid,n_test_valid
Qwen/Qwen2.5-3B,cul_047,culture,B,D,31,resid_post,final_prompt_token,layer_sweep,,0.5,test,Spain,17689,15.0625,15.65625,0.59375,4,3,1,0,0,layer_sweep,83.96696472167969,72,32
Qwen/Qwen2.5-3B,cul_047,culture,B,D,31,resid_post,final_prompt_token,layer_sweep,,0.75,test,Spain,17689,15.0625,15.6328125,0.5703125,4,3,1,0,0,layer_sweep,83.96696472167969,72,32
Qwen/Qwen2.5-3B,cul_047,culture,B,D,31,resid_post,final_prompt_token,layer_sweep,,1.0,test,Spain,17689,15.0625,15.4609375,0.3984375,4,6,-2,0,0,layer_sweep,83.96696472167969,72,32
Qwen/Qwen2.5-3B,geo_002,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Asia,13622,17.34375,17.9375,0.59375,4,4,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_002,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Asia,13622,17.34375,18.390625,1.046875,4,4,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_002,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Asia,13622,17.34375,18.578125,1.234375,4,4,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_002,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Asia,13622,17.34375,18.390625,1.046875,4,5,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_006,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,South America,4882,19.125,19.953125,0.828125,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_006,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,South America,4882,19.125,20.671875,1.546875,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_006,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,South America,4882,19.125,21.203125,2.078125,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_006,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,South America,4882,19.125,21.453125,2.328125,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_007,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Africa,10174,17.828125,18.296875,0.46875,2,4,-2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_007,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Africa,10174,17.828125,18.59375,0.765625,2,4,-2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_007,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Africa,10174,17.828125,18.578125,0.75,2,4,-2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_007,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Africa,10174,17.828125,18.203125,0.375,2,4,-2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_019,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Asia,13622,19.828125,20.703125,0.875,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_019,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Asia,13622,19.828125,21.375,1.546875,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_019,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Asia,13622,19.828125,21.65625,1.828125,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_019,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Asia,13622,19.828125,21.5,1.671875,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_022,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,South America,4882,18.109375,18.71875,0.609375,3,2,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_022,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,South America,4882,18.109375,19.15625,1.046875,3,1,2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_022,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,South America,4882,18.109375,19.421875,1.3125,3,2,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_022,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,South America,4882,18.109375,19.5,1.390625,3,2,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_025,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,NATO,29234,12.484375,12.6328125,0.1484375,13,11,2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_025,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,NATO,29234,12.484375,12.7578125,0.2734375,13,10,3,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_025,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,NATO,29234,12.484375,12.8828125,0.3984375,13,11,2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_025,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,NATO,29234,12.484375,13.0078125,0.5234375,13,10,3,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_028,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Asia,13622,18.78125,19.5,0.71875,2,2,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_028,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Asia,13622,18.78125,20.125,1.34375,2,2,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_028,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Asia,13622,18.78125,20.46875,1.6875,2,2,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_028,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Asia,13622,18.78125,20.515625,1.734375,2,1,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_035,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Asia,13622,18.65625,19.421875,0.765625,1,2,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_035,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Asia,13622,18.65625,19.984375,1.328125,1,2,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_035,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Asia,13622,18.65625,20.171875,1.515625,1,3,-2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_035,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Asia,13622,18.65625,19.71875,1.0625,1,4,-3,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_043,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,South America,4882,17.609375,18.265625,0.65625,2,3,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_043,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,South America,4882,17.609375,18.5625,0.953125,2,3,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_043,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,South America,4882,17.609375,18.359375,0.75,2,3,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_043,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,South America,4882,17.609375,17.71875,0.109375,2,3,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_045,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Asia,13622,19.546875,19.9375,0.390625,1,1,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_045,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Asia,13622,19.546875,20.09375,0.546875,1,1,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_045,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Asia,13622,19.546875,19.96875,0.421875,1,1,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_045,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Asia,13622,19.546875,19.65625,0.109375,1,1,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Africa,10174,18.71875,19.25,0.53125,1,1,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Africa,10174,18.71875,19.578125,0.859375,1,2,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Africa,10174,18.71875,19.671875,0.953125,1,2,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_047,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Africa,10174,18.71875,19.515625,0.796875,1,2,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Africa,10174,18.09375,18.0625,-0.03125,3,3,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Africa,10174,18.09375,17.765625,-0.328125,3,4,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Africa,10174,18.09375,17.3125,-0.78125,3,5,-2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_049,geography,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Africa,10174,18.09375,16.796875,-1.296875,3,5,-2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,electric charge,9072,12.2109375,13.4921875,1.28125,19,14,5,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,electric charge,9072,12.2109375,15.015625,2.8046875,19,9,10,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,electric charge,9072,12.2109375,16.5,4.2890625,19,6,13,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,sci_006,science,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,electric charge,9072,12.2109375,17.8125,5.6015625,19,1,18,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,SiO2,11832,14.65625,15.4453125,0.7890625,6,5,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,SiO2,11832,14.65625,15.953125,1.296875,6,5,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,SiO2,11832,14.65625,16.1875,1.53125,6,7,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,sci_014,science,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,SiO2,11832,14.65625,16.15625,1.5,6,9,-3,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,exposure to sunlight,14338,13.203125,14.5625,1.359375,20,14,6,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,exposure to sunlight,14338,13.203125,15.734375,2.53125,20,9,11,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,exposure to sunlight,14338,13.203125,16.65625,3.453125,20,7,13,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_007,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,exposure to sunlight,14338,13.203125,17.296875,4.09375,20,7,13,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,excessive bleeding,26541,13.8125,15.1328125,1.3203125,12,9,3,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,excessive bleeding,26541,13.8125,16.140625,2.328125,12,9,3,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,excessive bleeding,26541,13.8125,16.59375,2.78125,12,7,5,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_008,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,excessive bleeding,26541,13.8125,16.5625,2.75,12,8,4,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,nutrients,36393,9.875,11.734375,1.859375,187,45,142,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,nutrients,36393,9.875,13.6484375,3.7734375,187,16,171,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,nutrients,36393,9.875,15.171875,5.296875,187,11,176,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_012,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,nutrients,36393,9.875,16.140625,6.265625,187,13,174,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,the eye,279,19.671875,20.28125,0.609375,0,0,0,1,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,the eye,279,19.671875,20.90625,1.234375,0,0,0,1,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,the eye,279,19.671875,21.5,1.828125,0,0,0,1,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_026,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,the eye,279,19.671875,22.015625,2.34375,0,0,0,1,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,oxygen,23552,15.234375,16.875,1.640625,4,2,2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,oxygen,23552,15.234375,18.15625,2.921875,4,2,2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,oxygen,23552,15.234375,19.0625,3.828125,4,2,2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_038,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,oxygen,23552,15.234375,19.609375,4.375,4,2,2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,nutrients from food,36393,12.390625,13.8828125,1.4921875,25,13,12,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,nutrients from food,36393,12.390625,15.3359375,2.9453125,25,8,17,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,nutrients from food,36393,12.390625,16.390625,4.0,25,7,18,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,bio_046,biology,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,nutrients from food,36393,12.390625,17.0,4.609375,25,7,18,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,France,9625,16.3125,16.875,0.5625,3,3,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,France,9625,16.3125,17.453125,1.140625,3,3,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,France,9625,16.3125,18.03125,1.71875,3,3,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,France,9625,16.3125,18.46875,2.15625,3,2,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Spain,17689,16.53125,16.96875,0.4375,3,2,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Spain,17689,16.53125,17.265625,0.734375,3,3,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Spain,17689,16.53125,17.40625,0.875,3,4,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Spain,17689,16.53125,17.40625,0.875,3,5,-2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Greece,24427,15.8359375,16.671875,0.8359375,3,3,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Greece,24427,15.8359375,17.390625,1.5546875,3,2,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Greece,24427,15.8359375,17.8125,1.9765625,3,2,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Greece,24427,15.8359375,17.625,1.7890625,3,3,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,India,6747,15.015625,15.40625,0.390625,8,8,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,India,6747,15.015625,15.6171875,0.6015625,8,8,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,India,6747,15.015625,15.5859375,0.5703125,8,9,-1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,India,6747,15.015625,15.2578125,0.2421875,8,12,-4,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,North America,4787,18.03125,18.765625,0.734375,2,2,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,North America,4787,18.03125,19.40625,1.375,2,2,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,North America,4787,18.03125,19.828125,1.796875,2,2,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,North America,4787,18.03125,19.765625,1.734375,2,1,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Russia,8359,17.0625,17.78125,0.71875,3,2,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Russia,8359,17.0625,18.46875,1.40625,3,2,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Russia,8359,17.0625,19.03125,1.96875,3,2,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Russia,8359,17.0625,19.390625,2.328125,3,1,2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Cairo,52550,17.21875,17.453125,0.234375,3,3,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Cairo,52550,17.21875,17.5,0.28125,3,3,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Cairo,52550,17.21875,17.328125,0.109375,3,3,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Cairo,52550,17.21875,16.875,-0.34375,3,5,-2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,the River Thames,279,18.78125,19.171875,0.390625,0,0,0,1,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,the River Thames,279,18.78125,19.4375,0.65625,0,1,-1,1,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,the River Thames,279,18.78125,19.453125,0.671875,0,2,-2,1,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,the River Thames,279,18.78125,19.3125,0.53125,0,2,-2,1,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,the Pacific Ring of Fire,279,18.359375,18.625,0.265625,0,1,-1,1,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,the Pacific Ring of Fire,279,18.359375,18.734375,0.375,0,1,-1,1,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,the Pacific Ring of Fire,279,18.359375,18.703125,0.34375,0,2,-2,1,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,the Pacific Ring of Fire,279,18.359375,18.609375,0.25,0,2,-2,1,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,1147,220,18.734375,19.359375,0.625,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,1147,220,18.734375,19.984375,1.25,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,1147,220,18.734375,20.640625,1.90625,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,1147,220,18.734375,21.296875,2.5625,1,0,1,0,1,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Southeast Asia,35564,17.671875,18.078125,0.40625,1,1,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Southeast Asia,35564,17.671875,18.109375,0.4375,1,3,-2,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Southeast Asia,35564,17.671875,17.765625,0.09375,1,4,-3,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Southeast Asia,35564,17.671875,17.171875,-0.5,1,4,-3,0,0,layer_sweep,94.50843048095703,72,32
