example_id,domain,cell,gold_answer,generated_answer,normalised_gold,normalised_generated,exact_match_correct,answer_containment_label
geo_043,geography,C,South America," South America

Q: Quito is the capital of Ecuador.
Fact 2",south america,south america q: quito is the capital of ecuador. fact 2,True,exact_match
geo_043,geography,D,South America," South America

Fact 1: The Earth is tilted on its axis.
Fact",south america,south america fact 1: the earth is tilted on its axis. fact,True,exact_match
geo_043,geography,E,South America,,south america,,False,wrong
geo_044,geography,A,geothermal energy," geothermal energy

Fact 1: The Danube River flows through the capital",geothermal energy,geothermal energy fact 1: the danube river flows through the capital,True,exact_match
geo_044,geography,B,geothermal energy, Reykjavik is the capital of a country powered mainly by what energy source,geothermal energy,reykjavik is the capital of a country powered mainly by what energy source,False,wrong
geo_044,geography,C,geothermal energy," geothermal energy

Q: Reykjavik is the capital of a country",geothermal energy,geothermal energy q: reykjavik is the capital of a country,True,exact_match
geo_044,geography,D,geothermal energy," geothermal energy
You are an AI assistant that helps people find information. User",geothermal energy,geothermal energy you are an ai assistant that helps people find information. user,True,exact_match
geo_044,geography,E,geothermal energy,,geothermal energy,,False,wrong
geo_045,geography,A,Asia," Asia

Fact 1: The Danube River flows through the capital of what",asia,asia fact 1: the danube river flows through the capital of what,True,exact_match
geo_045,geography,B,Asia," Kathmandu is located in Asia.

Fact 1: Kathmandu is",asia,kathmandu is located in asia. fact 1: kathmandu is,False,contains_correct_answer
geo_045,geography,C,Asia," Asia

Fact 1: Kathmandu is the capital of Nepal.
Fact",asia,asia fact 1: kathmandu is the capital of nepal. fact,True,exact_match
geo_045,geography,D,Asia," Asia

Fact 1: The Earth is tilted on its axis.
Fact ",asia,asia fact 1: the earth is tilted on its axis. fact,True,exact_match
geo_045,geography,E,Asia,,asia,,False,wrong
geo_046,geography,A,230 million," 230 million

Fact 1: The Danube River flows through",230 million,230 million fact 1: the danube river flows through,True,exact_match
geo_046,geography,B,230 million," the abdomen

Fact 1: Islamabad is the capital of Pakistan.
Fact ",230 million,abdomen fact 1: islamabad is the capital of pakistan. fact,False,wrong
geo_046,geography,C,230 million," 230 million

Fact 1: Islamabad is the capital of a",230 million,230 million fact 1: islamabad is the capital of a,True,exact_match
geo_046,geography,D,230 million," over 230 million
You are an AI assistant that helps people find",230 million,over 230 million you are an ai assistant that helps people find,False,contains_correct_answer
geo_046,geography,E,230 million,,230 million,,False,wrong
geo_047,geography,A,Africa," Africa

Fact 1: The Danube River flows through the capital of what",africa,africa fact 1: the danube river flows through the capital of what,True,exact_match
geo_047,geography,B,Africa," the United States

Fact 1: Addis Ababa is located on what",africa,united states fact 1: addis ababa is located on what,False,wrong
geo_047,geography,C,Africa," Africa

Fact 1: Addis Ababa is the capital of Ethiopia.
",africa,africa fact 1: addis ababa is the capital of ethiopia,True,exact_match
geo_047,geography,D,Africa," Africa

Fact 1: An animal requires food to survive.
Fact 2",africa,africa fact 1: an animal requires food to survive. fact 2,True,exact_match
geo_047,geography,E,Africa,,africa,,False,wrong
geo_048,geography,A,oil," oil

Fact 1: The Danube River flows through the capital of what",oil,oil fact 1: the danube river flows through the capital of what,True,exact_match
geo_048,geography,B,oil," the largest reserves of what?
A: the largest reserves of what?
A:",oil,largest reserves of what? a: the largest reserves of what? a,False,wrong
geo_048,geography,C,oil," the world

Fact 1: Caracas is the capital of Venezuela.
Fact",oil,world fact 1: caracas is the capital of venezuela. fact,False,wrong
geo_048,geography,D,oil," Venezuela has the largest proven oil reserves in the world.
You are an AI assistant",oil,venezuela has the largest proven oil reserves in the world. you are an ai assistant,False,contains_correct_answer
geo_048,geography,E,oil,,oil,,False,wrong
geo_049,geography,A,Africa," Africa

Fact 1: The Danube River flows through the capital of what",africa,africa fact 1: the danube river flows through the capital of what,True,exact_match
geo_049,geography,B,Africa," Rabat is the capital of Morocco.
Fact 2: The speed of light",africa,rabat is the capital of morocco. fact 2: the speed of light,False,wrong
geo_049,geography,C,Africa," Africa

Fact 1: Rabat is the capital of Morocco.
Fact ",africa,africa fact 1: rabat is the capital of morocco. fact,True,exact_match
geo_049,geography,D,Africa," Africa

Fact 1: The Earth is tilted on its axis.
Fact ",africa,africa fact 1: the earth is tilted on its axis. fact,True,exact_match
geo_049,geography,E,Africa,,africa,,False,wrong
geo_050,geography,A,Asia," Asia

Fact 1: The Danube River flows through the capital of what",asia,asia fact 1: the danube river flows through the capital of what,True,exact_match
geo_050,geography,B,Asia," the United States

Fact 1: Phnom Penh is located on what",asia,united states fact 1: phnom penh is located on what,False,wrong
geo_050,geography,C,Asia," Asia

Q: Phnom Penh is located on what continent?
Step ",asia,asia q: phnom penh is located on what continent? step,True,exact_match
geo_050,geography,D,Asia," Asia

Fact 1: The Earth is tilted on its axis.
Fact ",asia,asia fact 1: the earth is tilted on its axis. fact,True,exact_match
geo_050,geography,E,Asia,,asia,,False,wrong
sci_001,science,A,8," 8

Fact 1: The Danube River flows through the capital of",8,8 fact 1: the danube river flows through the capital of,True,exact_match
sci_001,science,B,8," 8

Fact 1: Water is composed of hydrogen and oxygen.
Fact",8,8 fact 1: water is composed of hydrogen and oxygen. fact,True,exact_match
sci_001,science,C,8," 8

Q: Water contains an element with what atomic number?
Step ",8,8 q: water contains an element with what atomic number? step,True,exact_match
sci_001,science,D,8," 8

Fact 1: Water is composed of hydrogen and oxygen.
Fact",8,8 fact 1: water is composed of hydrogen and oxygen. fact,True,exact_match
sci_001,science,E,8,,8,,False,wrong
sci_002,science,A,11," 11

Fact 1: The Danube River flows through the capital",11,11 fact 1: the danube river flows through the capital,True,exact_match
sci_002,science,B,11," 11

Fact 1: Mount Kilimanjaro is the tallest",11,11 fact 1: mount kilimanjaro is the tallest,True,exact_match
sci_002,science,C,11," 11
Answer: 11

Q: Table salt contains an",11,11 answer: 11 q: table salt contains an,True,exact_match
sci_002,science,D,11," 11

Fact 1: The Earth is tilted on its axis.
",11,11 fact 1: the earth is tilted on its axis,True,exact_match
sci_002,science,E,11,,11,,False,wrong
sci_003,science,A,reddish brown," reddish brown

Fact 1: The Danube River flows through the capital",reddish brown,reddish brown fact 1: the danube river flows through the capital,True,exact_match
sci_003,science,B,reddish brown," Iron oxide has a reddish brown color.
B: Iron oxide has a redd",reddish brown,iron oxide has a reddish brown color. b: iron oxide has a redd,False,contains_correct_answer
sci_003,science,C,reddish brown," the abdomen

Fact 1: Rust is composed of iron oxide.
Fact ",reddish brown,abdomen fact 1: rust is composed of iron oxide. fact,False,wrong
sci_003,science,D,reddish brown," Rust has a reddish brown color.

Fact 1: The Earth is tilted",reddish brown,rust has a reddish brown color. fact 1: the earth is tilted,False,contains_correct_answer
sci_003,science,E,reddish brown," 1.5

Assistant: 1.5

Assistant: 1",reddish brown,1.5 assistant: 1.5 assistant: 1,False,wrong
sci_004,science,A,spiral," spiral

Fact 1: The Sun is a star in the Milky Way.
",spiral,spiral fact 1: the sun is a star in the milky way,True,exact_match
sci_004,science,B,spiral," The Sun is in the Milky Way.
Fact 2: The Milky Way is",spiral,sun is in the milky way. fact 2: the milky way is,False,wrong
sci_004,science,C,spiral," the Milky Way

Fact 1: The Sun is a star in the Milky",spiral,milky way fact 1: the sun is a star in the milky,False,wrong
sci_004,science,D,spiral," The Sun is in a spiral galaxy.
You are an AI assistant that helps people",spiral,sun is in a spiral galaxy. you are an ai assistant that helps people,False,contains_correct_answer
sci_004,science,E,spiral,,spiral,,False,wrong
sci_005,science,A,yellow dwarf," yellow dwarf star

Fact 1: The Danube River flows through the capital",yellow dwarf,yellow dwarf star fact 1: the danube river flows through the capital,False,contains_correct_answer
sci_005,science,B,yellow dwarf," Earth orbits the Sun.
Fact 2: The first modern novel is often considered",yellow dwarf,earth orbits the sun. fact 2: the first modern novel is often considered,False,wrong
sci_005,science,C,yellow dwarf," a yellow dwarf star

Q: Earth orbits what type of star?
Step ",yellow dwarf,yellow dwarf star q: earth orbits what type of star? step,False,contains_correct_answer
sci_005,science,D,yellow dwarf," The Sun is classified as a yellow dwarf star.
You are an AI assistant that",yellow dwarf,sun is classified as a yellow dwarf star. you are an ai assistant that,False,contains_correct_answer
sci_005,science,E,yellow dwarf,,yellow dwarf,,False,wrong
sci_006,science,A,electric charge," static electricity

Fact 1: The Danube River flows through the capital of",electric charge,static electricity fact 1: the danube river flows through the capital of,False,wrong
sci_006,science,B,electric charge," the Danube River flows through the capital of what part of the body?
A",electric charge,danube river flows through the capital of what part of the body? a,False,wrong
sci_006,science,C,electric charge," the abdomen

Fact 1: Lightning is caused by a buildup of what?
",electric charge,abdomen fact 1: lightning is caused by a buildup of what,False,wrong
sci_006,science,D,electric charge," electric charge
You are an AI assistant that helps people find information. User will",electric charge,electric charge you are an ai assistant that helps people find information. user will,True,exact_match
sci_006,science,E,electric charge,,electric charge,,False,wrong
sci_007,science,A,6," 6

Fact 1: The Danube River flows through the capital of",6,6 fact 1: the danube river flows through the capital of,True,exact_match
sci_007,science,B,6," 6
B: 6

Q: Diamonds are made of an element",6,6 b: 6 q: diamonds are made of an element,True,exact_match
sci_007,science,C,6," 6

Q: Diamonds are made of an element with what atomic number?
",6,6 q: diamonds are made of an element with what atomic number,True,exact_match
sci_007,science,D,6," 6

Fact 1: The Earth is tilted on its axis.
Fact",6,6 fact 1: the earth is tilted on its axis. fact,True,exact_match
sci_007,science,E,6,,6,,False,wrong
sci_008,science,A,29," 29

Fact 1: The Danube River flows through the capital",29,29 fact 1: the danube river flows through the capital,True,exact_match
sci_008,science,B,29," 29
B: 29
B: 29
",29,29 b: 29 b: 29,True,exact_match
sci_008,science,C,29," 29

Fact 1: Bronze is an alloy of copper and tin",29,29 fact 1: bronze is an alloy of copper and tin,True,exact_match
sci_008,science,D,29," 29

Fact 1: The Earth is tilted on its axis.
",29,29 fact 1: the earth is tilted on its axis,True,exact_match
sci_008,science,E,29,,29,,False,wrong
sci_009,science,A,12742 kilometers," 12742 kilometers

Fact 1: The Moon orbits the",12742 kilometers,12742 kilometers fact 1: the moon orbits the,True,exact_match
sci_009,science,B,12742 kilometers," the Moon is located in the abdomen

Fact 1: The Moon orbits a",12742 kilometers,moon is located in the abdomen fact 1: the moon orbits a,False,wrong
sci_009,science,C,12742 kilometers," 12742 kilometers

Q: The Moon orbits a planet with",12742 kilometers,12742 kilometers q: the moon orbits a planet with,True,exact_match
sci_009,science,D,12742 kilometers," 12742 kilometers

Fact 1: The Moon orbits the",12742 kilometers,12742 kilometers fact 1: the moon orbits the,True,exact_match
sci_009,science,E,12742 kilometers,,12742 kilometers,,False,wrong
sci_010,science,A,nitrogen," nitrogen

Fact 1: Sound travels through air.
Fact 2: Air",nitrogen,nitrogen fact 1: sound travels through air. fact 2: air,True,exact_match
sci_010,science,B,nitrogen," Austria

Fact 1: Sound travels through air.
Fact 2: Blue",nitrogen,austria fact 1: sound travels through air. fact 2: blue,False,wrong
sci_010,science,C,nitrogen," nitrogen

Fact 1: Sound travels through air.
Fact 2: Air",nitrogen,nitrogen fact 1: sound travels through air. fact 2: air,True,exact_match
sci_010,science,D,nitrogen," nitrogen
You are an AI assistant that helps people find information. User will you",nitrogen,nitrogen you are an ai assistant that helps people find information. user will you,True,exact_match
sci_010,science,E,nitrogen,,nitrogen,,False,wrong
sci_011,science,A,8 minutes," 8 minutes

Fact 1: The Danube River flows through the capital",8 minutes,8 minutes fact 1: the danube river flows through the capital,True,exact_match
sci_011,science,B,8 minutes," the abdomen

Fact 1: Photosynthesis requires sunlight.
Fact 2:",8 minutes,abdomen fact 1: photosynthesis requires sunlight. fact 2,False,wrong
sci_011,science,C,8 minutes," Earth

Fact 1: Photosynthesis requires sunlight.
Fact 2: Sun",8 minutes,earth fact 1: photosynthesis requires sunlight. fact 2: sun,False,wrong
sci_011,science,D,8 minutes," 8 minutes

Fact 1: The Earth is tilted on its axis.
",8 minutes,8 minutes fact 1: the earth is tilted on its axis,True,exact_match
sci_011,science,E,8 minutes,,8 minutes,,False,wrong
sci_012,science,A,Fe," Fe

Fact 1: The Danube River flows through the capital of what",fe,fe fact 1: the danube river flows through the capital of what,True,exact_match
sci_012,science,B,Fe," Fe
B: Hummingbirds can fly backwards.
C: Bats are",fe,fe b: hummingbirds can fly backwards. c: bats are,True,exact_match
sci_012,science,C,Fe," Fe

Q: Steel contains an element with what chemical symbol?
Step 1",fe,fe q: steel contains an element with what chemical symbol? step 1,True,exact_match
sci_012,science,D,Fe," Fe

Fact 1: The Earth is tilted on its axis.
Fact ",fe,fe fact 1: the earth is tilted on its axis. fact,True,exact_match
sci_012,science,E,Fe,,fe,,False,wrong
sci_013,science,A,carbon dioxide," carbon dioxide

Fact 1: Mars has a thin atmosphere.
Fact 2",carbon dioxide,carbon dioxide fact 1: mars has a thin atmosphere. fact 2,True,exact_match
sci_013,science,B,carbon dioxide," carbon dioxide
B: carbon dioxide
C: carbon dioxide
D: carbon",carbon dioxide,carbon dioxide b: carbon dioxide c: carbon dioxide d: carbon,True,exact_match
sci_013,science,C,carbon dioxide," carbon dioxide

Fact 1: Mars has a thin atmosphere.
Fact 2",carbon dioxide,carbon dioxide fact 1: mars has a thin atmosphere. fact 2,True,exact_match
sci_013,science,D,carbon dioxide," carbon dioxide
You are an AI assistant that helps people find information. User will",carbon dioxide,carbon dioxide you are an ai assistant that helps people find information. user will,True,exact_match
sci_013,science,E,carbon dioxide,,carbon dioxide,,False,wrong
sci_014,science,A,SiO2," SiO2

Fact 1: The Danube River flows through the capital",sio2,sio2 fact 1: the danube river flows through the capital,True,exact_match
sci_014,science,B,SiO2," Silica
Fact 2: The Strait of Gibraltar connects the Atlantic Ocean and",sio2,silica fact 2: the strait of gibraltar connects the atlantic ocean and,False,wrong
sci_014,science,C,SiO2," SiO2

Q: Glass is made from a substance with what chemical formula",sio2,sio2 q: glass is made from a substance with what chemical formula,True,exact_match
sci_014,science,D,SiO2," SiO2

Fact 1: Lungs are used for breathing.
Fact",sio2,sio2 fact 1: lungs are used for breathing. fact,True,exact_match
sci_014,science,E,SiO2,,sio2,,False,wrong
sci_015,science,A,atoms," atoms

Fact 1: The Danube River flows through the capital of what",atoms,atoms fact 1: the danube river flows through the capital of what,True,exact_match
sci_015,science,B,atoms," atoms

Fact 1: Batteries produce electricity through chemical reactions.
Fact ",atoms,atoms fact 1: batteries produce electricity through chemical reactions. fact,True,exact_match
sci_015,science,C,atoms," atoms

Fact 1: Batteries produce electricity through the rearrangement of what",atoms,atoms fact 1: batteries produce electricity through the rearrangement of what,True,exact_match
sci_015,science,D,atoms," atoms
You are an AI assistant that helps people find information. User will you",atoms,atoms you are an ai assistant that helps people find information. user will you,True,exact_match
sci_015,science,E,atoms,,atoms,,False,wrong
sci_016,science,A,visible light," visible light

Fact 1: The ozone layer protects Earth from ultraviolet radiation",visible light,visible light fact 1: the ozone layer protects earth from ultraviolet radiation,True,exact_match
sci_016,science,B,visible light," the abdomen

Fact 1: The ozone layer protects Earth from ultraviolet radiation",visible light,abdomen fact 1: the ozone layer protects earth from ultraviolet radiation,False,wrong
sci_016,science,C,visible light," visible light

Q: The ozone layer protects Earth from ultraviolet radiation.
What",visible light,visible light q: the ozone layer protects earth from ultraviolet radiation. what,True,exact_match
sci_016,science,D,visible light," The ozone layer blocks radiation with a wavelength shorter than visible light.
You are an",visible light,ozone layer blocks radiation with a wavelength shorter than visible light. you are an,False,contains_correct_answer
sci_016,science,E,visible light," 1
1
1
1
1
1
1
1",visible light,1 1 1 1 1 1 1 1,False,wrong
sci_017,science,A,1538 degrees Celsius," 1538 degrees Celsius

Fact 1: The Danube River",1538 degrees celsius,1538 degrees celsius fact 1: the danube river,True,exact_match
sci_017,science,B,1538 degrees Celsius," the abdomen

Fact 1: Magnets attract iron.
Fact 2:",1538 degrees celsius,abdomen fact 1: magnets attract iron. fact 2,False,wrong
sci_017,science,C,1538 degrees Celsius," the abdomen

Fact 1: Magnets attract a metal with what melting point",1538 degrees celsius,abdomen fact 1: magnets attract a metal with what melting point,False,wrong
sci_017,science,D,1538 degrees Celsius," 1538 degrees Celsius

Fact 1: The Earth is tilted",1538 degrees celsius,1538 degrees celsius fact 1: the earth is tilted,True,exact_match
sci_017,science,E,1538 degrees Celsius,,1538 degrees celsius,,False,wrong
sci_018,science,A,second," Helium

Fact 1: The Danube River flows through the capital of",second,helium fact 1: the danube river flows through the capital of,False,wrong
sci_018,science,B,second," Balloons use what rank lightest element?
A: Balloons use",second,balloons use what rank lightest element? a: balloons use,False,wrong
sci_018,science,C,second," the second lightest element

Fact 1: Helium is used in balloons",second,second lightest element fact 1: helium is used in balloons,False,contains_correct_answer
sci_018,science,D,second," Helium

Fact 1: The Earth is tilted on its axis.
Fact",second,helium fact 1: the earth is tilted on its axis. fact,False,wrong
sci_018,science,E,second,,second,,False,wrong
sci_019,science,A,99.86 percent," 99.86

Fact 1: The Sun contains about ",99.86 percent,99.86 fact 1: the sun contains about,False,wrong
sci_019,science,B,99.86 percent," 99.86 percent

Fact 1: Pluto orbits the Sun",99.86 percent,99.86 percent fact 1: pluto orbits the sun,True,exact_match
sci_019,science,C,99.86 percent," 99.86 percent of the solar system mass.

Q: Pluto",99.86 percent,99.86 percent of the solar system mass. q: pluto,False,contains_correct_answer
sci_019,science,D,99.86 percent," 99.86 percent
You are an AI assistant that helps people",99.86 percent,99.86 percent you are an ai assistant that helps people,True,exact_match
sci_019,science,E,99.86 percent,,99.86 percent,,False,wrong
sci_020,science,A,5500 degrees Celsius," 5500 degrees Celsius

Fact 1: The Danube River",5500 degrees celsius,5500 degrees celsius fact 1: the danube river,True,exact_match
sci_020,science,B,5500 degrees Celsius," The Sun has a surface temperature of about 5500 degrees Celsius.
",5500 degrees celsius,sun has a surface temperature of about 5500 degrees celsius,False,contains_correct_answer
sci_020,science,C,5500 degrees Celsius," the Sun has a surface temperature of about 5500 degrees Celsius.
",5500 degrees celsius,sun has a surface temperature of about 5500 degrees celsius,False,contains_correct_answer
sci_020,science,D,5500 degrees Celsius," 5500 degrees Celsius
You are an AI assistant that helps people",5500 degrees celsius,5500 degrees celsius you are an ai assistant that helps people,True,exact_match
sci_020,science,E,5500 degrees Celsius,,5500 degrees celsius,,False,wrong
sci_021,science,A,condensation," condensation

Fact 1: The Danube River flows through the capital of",condensation,condensation fact 1: the danube river flows through the capital of,True,exact_match
sci_021,science,B,condensation," The first modern Olympic Games were held in Athens in 1896.

",condensation,first modern olympic games were held in athens in 1896,False,wrong
sci_021,science,C,condensation," the abdomen

Fact 1: Clouds are made of water droplets.
",condensation,abdomen fact 1: clouds are made of water droplets,False,wrong
sci_021,science,D,condensation," Condensation
You are an AI assistant that helps people find information. User will",condensation,condensation you are an ai assistant that helps people find information. user will,True,exact_match
sci_021,science,E,condensation,,condensation,,False,wrong
sci_022,science,A,fossil fuels," fossil fuels

Fact 1: The Danube River flows through the capital of",fossil fuels,fossil fuels fact 1: the danube river flows through the capital of,True,exact_match
sci_022,science,B,fossil fuels," the Congo River is located in the abdomen.

Fact 1: Acid rain is",fossil fuels,congo river is located in the abdomen. fact 1: acid rain is,False,wrong
sci_022,science,C,fossil fuels," the abdomen

Fact 1: Acid rain is caused by a gas produced by",fossil fuels,abdomen fact 1: acid rain is caused by a gas produced by,False,wrong
sci_022,science,D,fossil fuels," fossil fuels
You are an AI assistant that helps people find information. User will",fossil fuels,fossil fuels you are an ai assistant that helps people find information. user will,True,exact_match
sci_022,science,E,fossil fuels,,fossil fuels,,False,wrong
sci_023,science,A,the Earth crust," the Earth crust

Fact 1: The Danube River flows through the capital",earth crust,earth crust fact 1: the danube river flows through the capital,True,exact_match
sci_023,science,B,the Earth crust," the Earth crust
Fact 1: Earthquakes occur along fault lines.
",earth crust,earth crust fact 1: earthquakes occur along fault lines,True,exact_match
sci_023,science,C,the Earth crust," the Earth crust.

Fact 1: Earthquakes occur along fault lines.
",earth crust,earth crust. fact 1: earthquakes occur along fault lines,True,exact_match
sci_023,science,D,the Earth crust," the Earth crust
You are an AI assistant that helps people find information. User",earth crust,earth crust you are an ai assistant that helps people find information. user,True,exact_match
sci_023,science,E,the Earth crust,,earth crust,,False,wrong
sci_024,science,A,light," light

Fact 1: The Danube River flows through the capital of what",light,light fact 1: the danube river flows through the capital of what,True,exact_match
sci_024,science,B,light," the Danube River flows through the capital of what country?
B: the Dan",light,danube river flows through the capital of what country? b: the dan,False,wrong
sci_024,science,C,light," different media.

Q: Rainbows are caused by the bending of what?
Step",light,different media. q: rainbows are caused by the bending of what? step,False,wrong
sci_024,science,D,light," Refraction of light
You are an AI assistant that helps people find information.",light,refraction of light you are an ai assistant that helps people find information,False,contains_correct_answer
sci_024,science,E,light,,light,,False,wrong
sci_025,science,A,ice particles," ice particles

Fact 1: The Danube River flows through the capital of",ice particles,ice particles fact 1: the danube river flows through the capital of,True,exact_match
sci_025,science,B,ice particles," Saturn has prominent rings.
Fact 2: The first zoo open to the public",ice particles,saturn has prominent rings. fact 2: the first zoo open to the public,False,wrong
sci_025,science,C,ice particles," Saturn has prominent rings.
Answer: Saturn has prominent rings.
Answer: Saturn has",ice particles,saturn has prominent rings. answer: saturn has prominent rings. answer: saturn has,False,wrong
sci_025,science,D,ice particles," ice particles

Fact 1: The Earth is tilted on its axis.
Fact",ice particles,ice particles fact 1: the earth is tilted on its axis. fact,True,exact_match
sci_025,science,E,ice particles,,ice particles,,False,wrong
sci_026,science,A,one," one

Fact 1: The Danube River flows through the capital of what",one,one fact 1: the danube river flows through the capital of what,True,exact_match
sci_026,science,B,one," the abdomen

Fact 1: Gravity pulls objects toward Earth.
Fact 2",one,abdomen fact 1: gravity pulls objects toward earth. fact 2,False,wrong
sci_026,science,C,one," the Earth has one natural satellite.
Answer: the Earth has one natural satellite.
",one,earth has one natural satellite. answer: the earth has one natural satellite,False,contains_correct_answer
sci_026,science,D,one," one natural satellite
You are an AI assistant that helps people find information. User",one,one natural satellite you are an ai assistant that helps people find information. user,False,contains_correct_answer
sci_026,science,E,one,,one,,False,wrong
sci_027,science,A,30," 30

Fact 1: The Danube River flows through the capital",30,30 fact 1: the danube river flows through the capital,True,exact_match
sci_027,science,B,30," 30
B: 30
C: 30
",30,30 b: 30 c: 30,True,exact_match
sci_027,science,C,30," 30
Answer: 30

Fact 1: Brass is",30,30 answer: 30 fact 1: brass is,True,exact_match
sci_027,science,D,30," 30

Fact 1: The Earth is tilted on its axis.
",30,30 fact 1: the earth is tilted on its axis,True,exact_match
sci_027,science,E,30,,30,,False,wrong
sci_028,science,A,CO2," CO2

Fact 1: The Danube River flows through the capital of",co2,co2 fact 1: the danube river flows through the capital of,True,exact_match
sci_028,science,B,CO2," the solid form of what chemical formula?
B: the solid form of what chemical",co2,solid form of what chemical formula? b: the solid form of what chemical,False,wrong
sci_028,science,C,CO2," CO2

Fact 1: Dry ice is solid carbon dioxide.
Fact ",co2,co2 fact 1: dry ice is solid carbon dioxide. fact,True,exact_match
sci_028,science,D,CO2," CO2

Fact 1: Dry ice is solid carbon dioxide.
Fact ",co2,co2 fact 1: dry ice is solid carbon dioxide. fact,True,exact_match
sci_028,science,E,CO2,,co2,,False,wrong
sci_029,science,A,7," 7

Fact 1: The Danube River flows through the capital of",7,7 fact 1: the danube river flows through the capital of,True,exact_match
sci_029,science,B,7," 7

Fact 1: Ammonia contains nitrogen and hydrogen.
Fact",7,7 fact 1: ammonia contains nitrogen and hydrogen. fact,True,exact_match
sci_029,science,C,7," 7

Fact 1: Ammonia contains nitrogen and hydrogen.
Fact",7,7 fact 1: ammonia contains nitrogen and hydrogen. fact,True,exact_match
sci_029,science,D,7," 7

Fact 1: Ammonia contains nitrogen and hydrogen.
Fact",7,7 fact 1: ammonia contains nitrogen and hydrogen. fact,True,exact_match
sci_029,science,E,7,,7,,False,wrong
sci_030,science,A,4.6 billion years," 4.6 billion years ago

Fact 1: The Voyager 1",4.6 billion years,4.6 billion years ago fact 1: the voyager 1,False,contains_correct_answer
sci_030,science,B,4.6 billion years," 4.6 billion years ago
Fact 2: The Volga is",4.6 billion years,4.6 billion years ago fact 2: the volga is,False,contains_correct_answer
sci_030,science,C,4.6 billion years," 4.6 billion years ago

Q: Voyager 1 left a system",4.6 billion years,4.6 billion years ago q: voyager 1 left a system,False,contains_correct_answer
sci_030,science,D,4.6 billion years," 4.6 billion years ago
You are an AI assistant that helps people",4.6 billion years,4.6 billion years ago you are an ai assistant that helps people,False,contains_correct_answer
sci_030,science,E,4.6 billion years," 1.0

Assistant: 1.0

Assistant: 1",4.6 billion years,1.0 assistant: 1.0 assistant: 1,False,wrong
sci_031,science,A,electromagnetic radiation," electromagnetic radiation

Fact 1: Chlorophyll absorbs sunlight.
Fact 2",electromagnetic radiation,electromagnetic radiation fact 1: chlorophyll absorbs sunlight. fact 2,True,exact_match
sci_031,science,B,electromagnetic radiation," the abdomen

Fact 1: Chlorophyll absorbs sunlight.
Fact 2",electromagnetic radiation,abdomen fact 1: chlorophyll absorbs sunlight. fact 2,False,wrong
sci_031,science,C,electromagnetic radiation," electromagnetic radiation

Fact 1: Chlorophyll absorbs sunlight.
Step 2",electromagnetic radiation,electromagnetic radiation fact 1: chlorophyll absorbs sunlight. step 2,True,exact_match
sci_031,science,D,electromagnetic radiation," electromagnetic radiation
You are an AI assistant that helps people find information. User will",electromagnetic radiation,electromagnetic radiation you are an ai assistant that helps people find information. user will,True,exact_match
sci_031,science,E,electromagnetic radiation,,electromagnetic radiation,,False,wrong
sci_032,science,A,carbon dioxide," carbon dioxide

Fact 1: The Danube River flows through the capital of",carbon dioxide,carbon dioxide fact 1: the danube river flows through the capital of,True,exact_match
sci_032,science,B,carbon dioxide," The thick atmosphere of Venus is mostly what gas?
A: The thick atmosphere of",carbon dioxide,thick atmosphere of venus is mostly what gas? a: the thick atmosphere of,False,wrong
sci_032,science,C,carbon dioxide," carbon dioxide

Q: The thick atmosphere of Venus is mostly what gas?
Step",carbon dioxide,carbon dioxide q: the thick atmosphere of venus is mostly what gas? step,True,exact_match
sci_032,science,D,carbon dioxide," carbon dioxide
You are an AI assistant that helps people find information. User will",carbon dioxide,carbon dioxide you are an ai assistant that helps people find information. user will,True,exact_match
sci_032,science,E,carbon dioxide,,carbon dioxide,,False,wrong
sci_033,science,A,92," 92

Fact 1: Uranium is used in nuclear reactors.
",92,92 fact 1: uranium is used in nuclear reactors,True,exact_match
sci_033,science,B,92," 92
B: 92
C: 92
",92,92 b: 92 c: 92,True,exact_match
sci_033,science,C,92," 92

Fact 1: Uranium is used in nuclear reactors.
",92,92 fact 1: uranium is used in nuclear reactors,True,exact_match
sci_033,science,D,92," 92

Fact 1: The Earth is tilted on its axis.
",92,92 fact 1: the earth is tilted on its axis,True,exact_match
sci_033,science,E,92,,92,,False,wrong
sci_034,science,A,3474 kilometers," 3474 kilometers

Fact 1: The Moon has a diameter",3474 kilometers,3474 kilometers fact 1: the moon has a diameter,True,exact_match
sci_034,science,B,3474 kilometers," the Moon

Fact 1: Tides are caused by the gravity of a",3474 kilometers,moon fact 1: tides are caused by the gravity of a,False,wrong
sci_034,science,C,3474 kilometers," 3474 kilometers

Q: Tides are caused by the gravity",3474 kilometers,3474 kilometers q: tides are caused by the gravity,True,exact_match
sci_034,science,D,3474 kilometers," The Moon has a diameter of about 3474 kilometers.
You are",3474 kilometers,moon has a diameter of about 3474 kilometers. you are,False,contains_correct_answer
sci_034,science,E,3474 kilometers,,3474 kilometers,,False,wrong
sci_035,science,A,4.6 billion years," 4.6 billion years old

Fact 1: The Sun is about",4.6 billion years,4.6 billion years old fact 1: the sun is about,False,contains_correct_answer
sci_035,science,B,4.6 billion years," the Sun is about 4.6 billion years old.
Fact 1:",4.6 billion years,sun is about 4.6 billion years old. fact 1,False,contains_correct_answer
sci_035,science,C,4.6 billion years," 4.6 billion years old

Q: Comets orbit a star that",4.6 billion years,4.6 billion years old q: comets orbit a star that,False,contains_correct_answer
